state,lga,year,fvi_score,fvi_category,exposure_index,sensitivity_index,adaptive_capacity_index,annual_rainfall_mm,population_exposed_thousands,area_flooded_km2,economic_loss_million_ngn,flood_events
Oyo,Itesiwaju,2022,4.77,Medium,5.93,4.28,6.57,1469,21,14,177.1,1
Oyo,Itesiwaju,2023,5.43,Medium,7.11,4.48,6.02,1174,15,15,193.7,1
Oyo,Itesiwaju,2024,5.42,Medium,5.72,6.11,6.54,1284,23,17,208.8,1
Oyo,Iwajowa,2018,5.1,Medium,6.12,4.71,6.19,1308,11,11,137.1,1
Oyo,Iwajowa,2019,5.36,Medium,5.76,5.43,5.62,1393,12,6,76.1,2
Oyo,Iwajowa,2020,4.58,Medium,4.45,5.35,6.68,1290,10,8,105.1,1
Oyo,Iwajowa,2021,4.69,Medium,5.04,4.33,5.28,1483,14,6,76.5,3
Oyo,Iwajowa,2022,5.18,Medium,5.68,4.88,5.23,1196,12,15,195.1,2
Oyo,Iwajowa,2023,5.39,Medium,5.81,5.84,6.36,1575,12,12,157.8,1
Oyo,Iwajowa,2024,5.4,Medium,5.08,6.03,5.2,1224,21,11,143.6,1
Oyo,Kajola,2018,4.73,Medium,4.33,5.73,6.47,1379,9,15,193.1,2
Oyo,Kajola,2019,4.4,Medium,4.49,4.02,5.03,1416,14,10,126.5,3
Oyo,Kajola,2020,5.22,Medium,5.04,6.44,6.87,1400,17,10,122.9,3
Oyo,Kajola,2021,5.71,Medium,6.9,5.64,6.55,1357,15,9,113.3,1
Oyo,Kajola,2022,5.01,Medium,5.36,5.53,6.7,1313,17,10,133.5,3
Oyo,Kajola,2023,4.68,Medium,5.15,4.85,6.58,1342,11,9,119.1,1
Oyo,Kajola,2024,5.42,Medium,6.03,6.02,7.02,1410,23,10,132.4,1
Oyo,Lagelu,2018,4.86,Medium,5.76,4.08,5.37,1215,8,7,86.8,1
Oyo,Lagelu,2019,5.65,Medium,5.5,6.15,5.05,1316,20,7,90.0,2
Oyo,Lagelu,2020,5.32,Medium,5.74,5.78,6.43,1440,14,13,172.8,2
Oyo,Lagelu,2021,5.82,Medium,6.49,6.28,6.45,1324,13,6,74.9,1
Oyo,Lagelu,2022,5.33,Medium,4.99,6.45,6.26,1341,15,14,172.0,2
Oyo,Lagelu,2023,4.82,Medium,5.4,4.81,6.3,1313,18,11,146.8,1
Oyo,Lagelu,2024,5.51,Medium,6.32,5.8,6.71,1565,21,12,153.2,1
Oyo,Ogbomosho North,2018,4.69,Medium,4.77,4.71,5.53,1288,11,14,186.7,3
Oyo,Ogbomosho North,2019,5.06,Medium,5.3,4.76,4.86,1431,13,12,148.2,2
Oyo,Ogbomosho North,2020,5.05,Medium,4.58,5.79,5.47,1145,23,11,146.9,3
Oyo,Ogbomosho North,2021,5.43,Medium,6.33,5.69,6.86,1296,23,9,111.3,3
Oyo,Ogbomosho North,2022,4.62,Medium,5.37,4.63,6.88,1379,14,14,186.1,1
Oyo,Ogbomosho North,2023,5.32,Medium,5.04,6.59,6.64,1545,10,13,172.4,3
Oyo,Ogbomosho North,2024,5.39,Medium,6.66,4.56,5.48,1244,23,14,186.8,3
Oyo,Ogbomosho South,2018,4.7,Medium,5.53,4.03,5.61,1420,10,8,99.4,3
Oyo,Ogbomosho South,2019,5.12,Medium,5.0,5.96,6.31,1357,18,14,170.4,3
Oyo,Ogbomosho South,2020,4.82,Medium,4.99,4.9,5.71,1456,16,13,162.7,1
Oyo,Ogbomosho South,2021,5.07,Medium,5.12,5.99,6.85,1487,9,15,198.7,1
Oyo,Ogbomosho South,2022,6.05,Medium,6.12,6.65,5.29,1228,19,15,190.3,2
Oyo,Ogbomosho South,2023,5.33,Medium,7.14,4.37,6.37,1193,13,18,231.8,1
Oyo,Ogbomosho South,2024,5.98,Medium,7.06,5.83,5.89,1454,14,13,169.7,2
Oyo,Ogo Oluwa,2018,5.69,Medium,6.47,5.73,5.93,1168,11,5,63.7,2
Oyo,Ogo Oluwa,2019,5.62,Medium,6.44,5.97,6.73,1387,11,10,121.3,3
Oyo,Ogo Oluwa,2020,4.86,Medium,6.02,4.21,6.17,1226,8,14,170.5,1
Oyo,Ogo Oluwa,2021,5.23,Medium,5.87,5.18,5.97,1138,16,9,113.9,3
Oyo,Ogo Oluwa,2022,5.0,Medium,4.69,5.36,5.09,1533,13,16,201.5,2
Oyo,Ogo Oluwa,2023,5.41,Medium,5.06,6.52,6.1,1376,19,12,153.1,2
Oyo,Ogo Oluwa,2024,5.31,Medium,6.79,4.33,5.7,1537,22,19,239.4,1
Oyo,Olorunsogo,2018,4.42,Medium,4.55,3.97,4.93,1072,9,8,105.4,1
Oyo,Olorunsogo,2019,5.41,Medium,6.77,4.32,5.14,1145,19,6,74.9,3
Oyo,Olorunsogo,2020,4.37,Medium,4.83,4.48,6.75,1362,14,10,122.4,2
Oyo,Olorunsogo,2021,5.39,Medium,4.95,6.49,5.93,1445,18,7,87.3,3
Oyo,Olorunsogo,2022,5.47,Medium,6.67,5.2,6.4,1301,20,13,168.0,2
Oyo,Olorunsogo,2023,5.58,Medium,6.51,5.27,5.64,1379,19,10,122.4,1
Oyo,Olorunsogo,2024,5.29,Medium,5.79,5.23,5.59,1285,21,20,247.3,1
Oyo,Oluyole,2018,5.3,Medium,6.12,5.52,6.75,1088,8,8,97.6,1
Oyo,Oluyole,2019,5.51,Medium,5.27,5.93,4.87,1295,21,8,97.8,2
Oyo,Oluyole,2020,4.96,Medium,5.56,4.62,5.55,1448,15,10,121.7,3
Oyo,Oluyole,2021,5.84,Medium,6.56,5.61,5.15,1292,13,6,74.6,1
Oyo,Oluyole,2022,4.96,Medium,5.56,5.18,6.68,1431,20,8,100.6,2
Oyo,Oluyole,2023,5.91,Medium,6.83,6.01,6.1,1405,12,18,239.4,3
Oyo,Oluyole,2024,6.54,Medium,7.2,6.8,5.26,1493,20,19,240.1,2
Oyo,Ona-Ara,2018,4.63,Medium,5.22,4.35,5.98,1175,19,12,152.3,1
Oyo,Ona-Ara,2019,4.24,Medium,4.45,4.08,5.88,1450,8,11,140.8,3
Oyo,Ona-Ara,2020,5.73,Medium,5.32,6.54,5.09,1326,19,9,116.3,3
Oyo,Ona-Ara,2021,5.52,Medium,6.26,5.93,6.8,1461,15,15,186.4,1
Oyo,Ona-Ara,2022,4.78,Medium,4.79,5.41,6.49,1277,9,8,98.2,2
Oyo,Ona-Ara,2023,5.25,Medium,6.29,4.97,6.25,1370,13,18,235.9,2
Oyo,Ona-Ara,2024,5.24,Medium,5.09,5.7,5.37,1443,23,10,132.2,1
Oyo,Orelope,2018,4.55,Medium,4.59,4.98,6.38,1140,15,11,145.6,3
Oyo,Orelope,2019,5.75,Medium,6.67,5.89,6.35,1382,10,12,149.4,3
Oyo,Orelope,2020,4.96,Medium,5.57,4.82,5.97,1130,11,10,125.9,1
Oyo,Orelope,2021,5.32,Medium,5.47,6.01,6.38,1278,14,13,164.7,2
Oyo,Orelope,2022,4.64,Medium,5.0,4.26,5.33,1273,13,15,188.4,2
Oyo,Orelope,2023,5.43,Medium,5.5,5.6,5.05,1552,16,11,133.5,3
Oyo,Orelope,2024,5.11,Medium,5.05,5.85,6.24,1213,20,9,112.8,2
Oyo,Ori Ire,2018,4.31,Medium,4.5,4.04,5.51,1063,14,8,103.4,1
Oyo,Ori Ire,2019,4.76,Medium,4.68,4.77,5.12,1108,11,6,78.2,3
Oyo,Ori Ire,2020,5.4,Medium,6.73,4.62,5.67,1320,11,8,98.1,2
Oyo,Ori Ire,2021,4.68,Medium,4.6,4.66,5.13,1160,23,14,173.5,1
Oyo,Ori Ire,2022,5.42,Medium,6.56,4.6,5.23,1277,20,17,220.1,3
Oyo,Ori Ire,2023,4.98,Medium,5.12,5.77,6.87,1403,10,11,139.6,3
Oyo,Ori Ire,2024,5.59,Medium,6.72,5.01,5.49,1444,22,18,228.7,2
Oyo,Oyo East,2018,4.72,Medium,4.86,4.96,6.06,1246,11,7,91.2,3
Oyo,Oyo East,2019,5.58,Medium,5.77,6.34,6.31,1106,22,13,172.2,1
Oyo,Oyo East,2020,5.51,Medium,6.76,5.03,6.05,1271,9,16,203.9,3
Oyo,Oyo East,2021,5.79,Medium,6.52,5.98,6.05,1217,10,16,207.3,3
Oyo,Oyo East,2022,4.65,Medium,4.75,4.8,5.82,1231,10,17,219.7,1
Oyo,Oyo East,2023,4.6,Medium,4.9,4.37,5.53,1231,20,17,209.8,2
Oyo,Oyo East,2024,4.78,Medium,5.92,4.43,6.81,1281,9,7,87.4,3
Oyo,Oyo West,2018,5.77,Medium,6.58,5.89,6.07,1366,15,5,60.7,2
Oyo,Oyo West,2019,5.77,Medium,6.75,5.97,6.57,1153,17,9,120.2,1
Oyo,Oyo West,2020,5.31,Medium,5.61,5.64,5.94,1217,20,10,131.3,2
Oyo,Oyo West,2021,5.3,Medium,6.9,4.61,6.51,1425,15,16,212.8,3
Oyo,Oyo West,2022,5.76,Medium,6.81,5.13,5.09,1515,24,13,159.9,2
Oyo,Oyo West,2023,5.37,Medium,6.07,5.61,6.53,1557,13,15,190.0,3
Oyo,Oyo West,2024,5.67,Medium,6.64,6.02,6.95,1371,9,12,154.1,3
Oyo,Saki East,2018,4.74,Medium,4.37,5.08,5.18,1146,21,9,117.3,2
Oyo,Saki East,2019,5.3,Medium,6.59,4.54,5.77,1268,12,6,77.3,1
Oyo,Saki East,2020,5.82,Medium,5.69,6.35,4.99,1438,11,9,109.9,2
Oyo,Saki East,2021,4.73,Medium,4.62,5.57,6.7,1213,22,7,92.0,3
Oyo,Saki East,2022,5.1,Medium,6.38,4.62,6.47,1453,14,11,142.8,3
Oyo,Saki East,2023,5.28,Medium,4.91,5.88,5.18,1278,22,7,91.7,2
Oyo,Saki East,2024,5.29,Medium,6.17,4.72,5.34,1195,19,8,100.4,3
Oyo,Saki West,2018,5.62,Medium,5.99,5.52,4.92,1090,11,13,168.9,3
Oyo,Saki West,2019,4.99,Medium,5.11,5.35,5.96,1248,14,10,132.1,1
Oyo,Saki West,2020,4.45,Medium,4.63,4.51,6.03,1317,12,9,114.1,3
Oyo,Saki West,2021,5.06,Medium,5.33,5.59,6.55,1457,12,7,88.1,1
Oyo,Saki West,2022,4.82,Medium,5.3,5.03,6.57,1484,22,16,194.4,1
Oyo,Saki West,2023,5.04,Medium,6.4,4.53,6.65,1227,13,18,233.6,2
Oyo,Saki West,2024,5.45,Medium,6.72,5.01,6.21,1535,24,7,93.6,1
Oyo,Surulere,2018,5.73,Medium,6.26,5.63,5.14,1298,18,8,106.4,1
Oyo,Surulere,2019,4.9,Medium,5.48,4.23,4.92,1354,17,14,184.4,3
Oyo,Surulere,2020,5.87,Medium,6.39,5.79,5.04,1354,12,12,146.4,2
Oyo,Surulere,2021,5.0,Medium,4.67,5.47,5.27,1145,23,9,118.8,1
Oyo,Surulere,2022,5.71,Medium,6.05,6.17,5.92,1524,24,14,170.0,1
Oyo,Surulere,2023,5.16,Medium,6.35,4.85,6.6,1231,19,9,114.1,2
Oyo,Surulere,2024,5.22,Medium,4.86,6.0,5.64,1312,13,17,226.2,1
Plateau,Barkin Ladi,2018,4.88,Medium,5.5,4.23,5.08,1411,12,9,118.2,2
Plateau,Barkin Ladi,2019,5.62,Medium,5.44,5.77,4.31,1422,21,18,234.1,1
Plateau,Barkin Ladi,2020,4.32,Medium,4.4,4.02,5.23,1271,22,17,223.8,3
Plateau,Barkin Ladi,2021,4.97,Medium,5.72,4.39,5.38,1613,16,20,253.1,1
Plateau,Barkin Ladi,2022,5.53,Medium,6.19,5.22,5.17,1636,19,17,209.9,2
Plateau,Barkin Ladi,2023,5.3,Medium,5.97,4.35,4.13,1650,21,32,418.7,2
Plateau,Barkin Ladi,2024,5.48,Medium,6.41,4.3,4.02,1659,31,26,328.0,2
Plateau,Bassa,2018,4.79,Medium,4.02,4.77,3.6,1343,20,10,125.0,1
Plateau,Bassa,2019,5.88,Medium,5.34,6.27,3.82,1472,22,26,343.3,3
Plateau,Bassa,2020,5.3,Medium,5.66,4.48,3.81,1437,26,14,179.3,1
Plateau,Bassa,2021,5.68,Medium,4.98,6.14,3.82,1438,19,10,127.8,1
Plateau,Bassa,2022,5.45,Medium,5.96,5.28,5.24,1559,26,19,241.5,1
Plateau,Bassa,2023,4.85,Medium,4.27,4.99,4.28,1598,15,20,258.1,3
Plateau,Bassa,2024,5.02,Medium,4.32,5.83,5.19,1511,29,23,297.3,3
Plateau,Bokkos,2018,5.35,Medium,4.72,5.66,4.02,1440,16,9,109.9,1
Plateau,Bokkos,2019,4.29,Medium,3.79,3.98,4.09,1248,26,16,204.9,2
Plateau,Bokkos,2020,5.35,Medium,4.99,5.57,4.39,1284,30,15,192.3,1
Plateau,Bokkos,2021,5.24,Medium,5.52,4.92,4.65,1303,18,17,218.5,1
Plateau,Bokkos,2022,5.38,Medium,5.9,4.75,4.42,1411,24,19,248.7,3
Plateau,Bokkos,2023,4.84,Medium,5.14,4.6,5.28,1493,29,30,372.0,2
Plateau,Bokkos,2024,5.12,Medium,4.79,5.26,4.52,1565,33,13,158.8,2
Plateau,Jos East,2018,4.69,Medium,3.73,4.96,3.91,1410,25,11,138.2,3
Plateau,Jos East,2019,5.08,Medium,6.06,4.36,5.46,1582,27,17,217.6,3
Plateau,Jos East,2020,5.2,Medium,5.63,5.1,5.43,1427,21,13,173.3,1
Plateau,Jos East,2021,4.94,Medium,4.14,5.97,5.51,1413,28,20,251.1,2
Plateau,Jos East,2022,5.51,Medium,5.59,5.25,4.1,1588,12,14,170.7,2
Plateau,Jos East,2023,5.4,Medium,5.09,5.37,3.95,1506,24,21,264.2,2
Plateau,Jos East,2024,4.72,Medium,4.81,4.61,5.25,1553,18,32,399.4,2
Plateau,Jos North,2018,4.64,Medium,3.69,5.31,4.77,1419,27,18,227.6,3
Plateau,Jos North,2019,4.67,Medium,4.83,4.29,4.93,1257,19,24,299.3,2
Plateau,Jos North,2020,5.22,Medium,6.17,4.39,5.02,1406,20,27,351.5,1
Plateau,Jos North,2021,4.5,Medium,4.26,4.0,4.03,1517,19,17,212.5,2
Plateau,Jos North,2022,4.93,Medium,4.03,5.41,4.26,1583,13,23,307.0,2
Plateau,Jos North,2023,4.93,Medium,4.03,5.59,4.55,1396,29,24,316.0,1
Plateau,Jos North,2024,5.16,Medium,5.65,4.88,5.23,1473,27,32,389.8,2
Plateau,Jos South,2018,4.71,Medium,3.99,5.29,5.0,1295,18,17,219.8,3
Plateau,Jos South,2019,4.73,Medium,4.24,4.75,4.31,1198,20,24,307.8,1
Plateau,Jos South,2020,5.23,Medium,5.05,4.95,3.82,1275,18,27,334.1,3
Plateau,Jos South,2021,5.16,Medium,4.82,5.03,3.89,1454,12,19,252.9,1
Plateau,Jos South,2022,4.53,Medium,4.86,4.17,5.4,1594,19,21,270.1,3
Plateau,Jos South,2023,5.51,Medium,5.24,6.32,5.57,1518,15,13,163.3,3
Plateau,Jos South,2024,6.13,Medium,6.4,6.42,4.99,1369,32,31,407.5,3
Plateau,Kanam,2018,5.14,Medium,4.08,5.65,3.76,1396,21,21,261.7,3
Plateau,Kanam,2019,5.08,Medium,4.45,5.62,4.74,1379,27,15,186.1,1
Plateau,Kanam,2020,5.05,Medium,4.29,5.67,4.71,1293,22,22,286.4,3
Plateau,Kanam,2021,4.91,Medium,4.67,5.2,5.21,1632,19,24,295.1,3
Plateau,Kanam,2022,5.45,Medium,5.95,4.63,3.92,1279,25,27,348.5,3
Plateau,Kanam,2023,5.35,Medium,4.13,6.23,3.99,1598,27,11,146.5,3
Plateau,Kanam,2024,5.56,Medium,6.01,4.93,4.1,1286,21,29,352.8,2
Plateau,Kanke,2018,5.36,Medium,5.61,4.65,3.73,1283,24,10,133.4,1
Plateau,Kanke,2019,4.8,Medium,4.38,4.74,4.23,1206,21,12,153.3,3
Plateau,Kanke,2020,5.72,Medium,5.82,5.93,4.88,1455,18,10,128.1,3
Plateau,Kanke,2021,6.24,Medium,6.26,6.22,3.79,1527,30,26,324.6,3
Plateau,Kanke,2022,5.4,Medium,5.82,4.7,4.04,1454,13,11,140.4,3
Plateau,Kanke,2023,4.65,Medium,4.19,5.22,5.6,1330,20,15,199.0,2
Plateau,Kanke,2024,5.3,Medium,5.25,5.74,5.44,1464,20,30,389.1,3
Plateau,Langtang North,2018,5.15,Medium,3.96,5.69,3.56,1251,14,12,150.7,2
Plateau,Langtang North,2019,5.03,Medium,4.15,5.86,4.87,1431,12,21,271.8,2
Plateau,Langtang North,2020,4.84,Medium,4.43,4.98,4.63,1307,30,17,225.9,2
Plateau,Langtang North,2021,5.17,Medium,5.18,4.97,4.47,1311,21,14,185.2,2
Plateau,Langtang North,2022,4.58,Medium,5.0,4.07,5.23,1673,16,17,217.7,2
Plateau,Langtang North,2023,4.52,Medium,4.52,4.2,4.83,1473,31,21,266.0,3
Plateau,Langtang North,2024,5.04,Medium,5.43,4.9,5.47,1474,31,21,268.4,3
Plateau,Langtang South,2018,5.16,Medium,5.04,5.45,5.17,1404,11,24,307.6,2
Plateau,Langtang South,2019,5.64,Medium,5.87,5.44,4.43,1539,26,15,188.7,1
Plateau,Langtang South,2020,5.63,Medium,5.55,5.66,4.29,1424,13,23,290.4,2
Plateau,Langtang South,2021,5.45,Medium,6.03,5.11,5.04,1635,17,23,282.5,2
Plateau,Langtang South,2022,5.14,Medium,4.12,6.0,4.56,1612,18,25,324.4,3
Plateau,Langtang South,2023,4.95,Medium,4.56,5.24,4.86,1539,12,29,360.9,1
Plateau,Langtang South,2024,4.82,Medium,4.74,4.19,3.76,1364,23,25,311.3,2
Plateau,Mangu,2018,4.0,Medium,3.74,3.87,5.2,1336,20,18,219.2,2
Plateau,Mangu,2019,5.11,Medium,4.48,5.52,4.44,1399,10,18,236.3,2
Plateau,Mangu,2020,5.65,Medium,5.3,6.02,4.38,1520,11,28,352.8,3
Plateau,Mangu,2021,5.89,Medium,6.21,5.76,4.53,1234,21,22,280.7,1
Plateau,Mangu,2022,4.9,Medium,4.1,5.87,5.45,1312,19,21,274.8,1
Plateau,Mangu,2023,5.5,Medium,4.6,6.01,3.72,1682,12,29,371.8,2
Plateau,Mangu,2024,6.18,Medium,5.83,6.57,3.89,1633,20,24,317.5,3
Plateau,Mikang,2018,4.95,Medium,4.24,5.25,4.21,1231,26,17,210.5,2
Plateau,Mikang,2019,5.47,Medium,5.05,5.41,3.58,1339,17,12,160.1,1
Plateau,Mikang,2020,5.24,Medium,4.47,5.83,4.4,1315,11,24,300.2,1
Plateau,Mikang,2021,4.94,Medium,4.89,4.26,3.62,1562,22,27,332.9,2
Plateau,Mikang,2022,5.64,Medium,5.32,5.62,3.66,1454,19,20,253.0,3
Plateau,Mikang,2023,5.78,Medium,6.44,4.91,3.8,1501,28,29,377.8,3
Plateau,Mikang,2024,5.47,Medium,4.72,5.94,3.97,1589,25,20,258.4,2
Plateau,Pankshin,2018,4.94,Medium,4.55,5.3,5.0,1276,12,15,191.0,1
Plateau,Pankshin,2019,4.64,Medium,3.65,4.92,3.94,1391,14,19,241.5,1
Plateau,Pankshin,2020,4.9,Medium,5.05,4.18,3.97,1245,26,15,183.0,3
Plateau,Pankshin,2021,5.33,Medium,6.26,4.0,3.87,1488,13,15,198.6,3
Plateau,Pankshin,2022,5.84,Medium,5.28,6.37,4.1,1334,28,31,378.6,2
Plateau,Pankshin,2023,4.65,Medium,4.07,4.82,4.52,1450,20,26,346.3,2
Plateau,Pankshin,2024,4.7,Medium,4.57,4.62,4.91,1578,31,23,296.0,1
Plateau,Qua'an Pan,2018,4.53,Medium,4.7,4.32,5.39,1448,23,10,130.7,2
Plateau,Qua'an Pan,2019,4.85,Medium,5.7,4.18,5.47,1501,10,14,176.3,2
Plateau,Qua'an Pan,2020,5.39,Medium,5.47,4.83,3.67,1324,27,15,191.0,3
Plateau,Qua'an Pan,2021,5.29,Medium,6.25,4.29,4.63,1372,20,28,346.3,1
Plateau,Qua'an Pan,2022,4.6,Medium,4.33,4.7,5.06,1456,29,12,158.1,1
Plateau,Qua'an Pan,2023,5.34,Medium,5.09,5.16,3.79,1310,13,11,143.5,3
Plateau,Qua'an Pan,2024,5.48,Medium,6.04,5.5,5.7,1357,20,32,426.2,1
Plateau,Riyom,2018,5.18,Medium,5.13,5.23,4.79,1408,24,24,302.1,2
Plateau,Riyom,2019,4.95,Medium,4.31,5.84,5.53,1417,22,27,339.7,2
Plateau,Riyom,2020,4.67,Medium,3.85,5.59,5.55,1414,28,25,312.4,1
Plateau,Riyom,2021,5.33,Medium,6.02,5.07,5.54,1599,15,14,176.4,1
Plateau,Riyom,2022,4.71,Medium,5.19,4.26,5.37,1583,32,12,151.2,1
Plateau,Riyom,2023,5.97,Medium,6.26,6.07,4.83,1475,20,12,151.4,2
Plateau,Riyom,2024,6.01,Medium,6.42,6.16,5.12,1565,19,14,182.0,1
Plateau,Shendam,2018,4.91,Medium,5.48,4.4,5.2,1513,11,25,315.4,1
Plateau,Shendam,2019,5.3,Medium,5.22,5.39,4.74,1397,24,23,296.6,2
Plateau,Shendam,2020,4.76,Medium,3.87,5.07,4.06,1209,21,23,302.4,3
Plateau,Shendam,2021,5.45,Medium,5.33,5.83,5.04,1422,17,18,234.6,1
Plateau,Shendam,2022,5.25,Medium,5.97,4.58,4.85,1520,12,13,158.0,3
Plateau,Shendam,2023,5.48,Medium,4.66,6.09,4.12,1451,17,27,330.1,2
Plateau,Shendam,2024,5.41,Medium,4.82,6.52,5.63,1360,19,15,188.0,3
Plateau,Wase,2018,5.05,Medium,5.09,4.64,4.2,1493,18,23,296.1,2
Plateau,Wase,2019,5.27,Medium,4.7,5.76,4.58,1475,18,19,247.9,1
Plateau,Wase,2020,5.12,Medium,4.9,5.66,5.5,1371,12,21,257.8,3
Plateau,Wase,2021,5.55,Medium,4.95,6.07,4.3,1498,16,10,132.9,1
Plateau,Wase,2022,5.21,Medium,5.32,4.82,4.22,1563,30,28,371.1,2
Plateau,Wase,2023,5.26,Medium,4.42,6.28,5.1,1707,23,18,231.6,1
Plateau,Wase,2024,5.9,Medium,6.38,5.87,5.01,1307,30,28,366.3,1
Rivers,Abua/Odual,2018,7.81,High,8.42,8.59,4.97,3078,47,41,527.0,3
Rivers,Abua/Odual,2019,8.69,High,10,9.4,5.36,3356,25,54,717.9,3
Rivers,Abua/Odual,2020,8.83,High,9.77,9.6,4.59,3374,26,37,475.0,2
Rivers,Abua/Odual,2021,8.06,High,9.98,8.14,5.96,3840,41,29,379.6,1
Rivers,Abua/Odual,2022,8.7,High,9.54,9.78,5.15,3960,51,36,477.4,1
Rivers,Abua/Odual,2023,7.96,High,10,7.68,5.56,3357,36,70,914.9,2
Rivers,Abua/Odual,2024,8.81,High,9.33,9.9,4.42,3185,57,46,598.9,3
Rivers,Ahoada East,2018,8.58,High,9.42,9.55,5.05,2762,40,21,278.2,2
Rivers,Ahoada East,2019,8.74,High,9.74,9.73,5.27,3052,24,26,319.8,2
Rivers,Ahoada East,2020,8.11,High,9.52,8.12,4.76,3059,41,45,550.9,2
Rivers,Ahoada East,2021,7.55,High,8.42,7.78,4.65,3715,46,34,430.5,3
Rivers,Ahoada East,2022,8.64,High,9.19,9.94,5.03,3096,48,51,651.1,2
Rivers,Ahoada East,2023,8.42,High,8.92,9.97,5.67,3424,60,44,545.4,3
Rivers,Ahoada East,2024,7.84,High,8.69,8.54,5.27,3817,52,67,843.9,1
Rivers,Ahoada West,2018,8.96,High,10,9.53,4.23,3558,42,32,402.8,2
Rivers,Ahoada West,2019,7.81,High,8.21,8.48,4.31,3640,38,51,643.4,3
Rivers,Ahoada West,2020,8.08,High,8.6,8.97,4.76,3471,22,59,730.4,1
Rivers,Ahoada West,2021,7.61,High,8.25,8.78,6.03,3460,52,37,493.5,1
Rivers,Ahoada West,2022,7.82,High,8.55,8.58,5.15,3926,42,49,618.3,1
Rivers,Ahoada West,2023,8.02,High,8.41,8.89,4.52,3510,56,47,598.5,2
Rivers,Ahoada West,2024,8.82,High,9.71,9.54,4.38,3586,38,52,647.3,2
Rivers,Akuku-Toru,2018,8.56,High,9.66,8.83,4.18,3043,48,38,471.6,1
Rivers,Akuku-Toru,2019,8.51,High,9.54,8.98,4.49,3414,22,40,495.4,1
Rivers,Akuku-Toru,2020,8.52,High,9.24,9.54,4.95,3577,20,26,332.6,3
Rivers,Akuku-Toru,2021,8.15,High,10,8.16,5.56,2928,29,55,669.9,2
Rivers,Akuku-Toru,2022,7.49,High,8.2,8.42,5.77,3148,49,39,488.7,2
Rivers,Akuku-Toru,2023,8.21,High,10,8.4,5.76,3328,40,57,710.0,2
Rivers,Akuku-Toru,2024,7.98,High,10,8.06,6.2,3129,45,65,806.3,2
Rivers,Andoni,2018,9.01,High,10,9.53,4.01,2771,37,46,592.9,3
Rivers,Andoni,2019,7.8,High,9.26,7.92,5.37,3492,57,44,535.1,1
Rivers,Andoni,2020,8.48,High,8.6,9.75,4.31,3741,37,44,552.8,1
Rivers,Andoni,2021,8.5,High,9.91,8.7,4.7,3181,35,57,702.9,1
Rivers,Andoni,2022,8.63,High,9.57,9.87,5.74,3492,22,41,529.1,3
Rivers,Andoni,2023,7.83,High,9.22,7.94,5.17,3717,47,33,416.9,1
Rivers,Andoni,2024,8.64,High,9.57,9.23,4.39,3604,28,66,857.8,1
Rivers,Asari-Toru,2018,7.82,High,9.6,7.55,5.2,3139,46,50,663.4,3
Rivers,Asari-Toru,2019,7.92,High,8.32,9.27,5.56,2990,51,59,736.3,3
Rivers,Asari-Toru,2020,7.87,High,8.6,8.48,4.83,3466,46,35,435.0,1
Rivers,Asari-Toru,2021,7.6,High,8.72,7.98,5.4,3646,26,43,536.8,3
Rivers,Asari-Toru,2022,8.24,High,9.34,9.22,5.93,3014,23,54,656.8,1
Rivers,Asari-Toru,2023,8.24,High,8.99,8.94,4.68,3893,57,32,389.7,1
Rivers,Asari-Toru,2024,7.66,High,9.31,7.86,6.03,4116,27,47,602.5,3
Rivers,Bonny,2018,7.84,High,9.17,8.35,5.83,2965,23,47,587.7,2
Rivers,Bonny,2019,7.43,High,8.86,7.69,5.96,3517,45,29,367.5,1
Rivers,Bonny,2020,8.43,High,9.58,9.03,5.09,3036,23,59,752.9,1
Rivers,Bonny,2021,8.39,High,9.87,8.73,5.23,3254,45,51,675.2,3
Rivers,Bonny,2022,8.04,High,9.0,8.33,4.48,3126,21,50,647.8,3
Rivers,Bonny,2023,8.53,High,9.38,9.18,4.47,3135,26,55,689.4,1
Rivers,Bonny,2024,8.6,High,10,9.16,5.34,3537,57,33,411.1,1
Rivers,Degema,2018,8.1,High,9.7,7.67,4.26,2877,32,53,644.8,2
Rivers,Degema,2019,8.11,High,8.34,9.17,4.46,2896,41,27,361.0,3
Rivers,Degema,2020,7.87,High,8.42,8.7,4.88,3227,44,50,662.3,3
Rivers,Degema,2021,9.07,High,10,9.88,4.43,3783,54,44,578.8,2
Rivers,Degema,2022,8.1,High,9.07,8.63,4.91,3924,58,52,659.4,3
Rivers,Degema,2023,7.69,High,8.75,7.8,4.65,3651,24,61,764.2,1
Rivers,Degema,2024,8.4,High,9.13,9.55,5.38,4073,65,52,649.5,1
Rivers,Eleme,2018,7.46,High,9.07,7.42,5.7,3390,19,25,306.9,3
Rivers,Eleme,2019,8.36,High,8.91,9.8,5.62,3354,51,41,501.1,2
Rivers,Eleme,2020,8.75,High,10,9.0,4.24,3765,53,52,684.6,2
Rivers,Eleme,2021,8.25,High,9.8,8.8,5.96,2961,30,55,680.2,2
Rivers,Eleme,2022,8.48,High,10,8.41,4.39,3633,25,67,838.1,2
Rivers,Eleme,2023,8.54,High,9.71,9.72,6.18,3732,27,49,598.9,3
Rivers,Eleme,2024,8.76,High,10,9.39,4.99,3993,63,75,973.1,1
