year,place,lga,state,fpi_score,annual_rainfall_mm,population_exposed_thousands
2025,Miringa,Biu,Borno,4.55,828,0.767
2025,Misau,Misau,Bauchi,2,1856,0.622
2025,Miya,Ganjuwa,Bauchi,3.01,1634,0.784
2025,Mogo,Agwara,Niger,1.15,1167,0.752
2025,MOKWA,Mokwa,Niger,8.76,1586,0.529
2025,Monguno,Monguno,Borno,7.72,822,0.584
2025,Moniya,Akinyele,Oyo,1.12,424,0.683
2025,Monkin,Zing,Taraba,6.33,1451,0.658
2025,Mopa,Mopa-Muro,Kogi,3.81,1136,0.966
2025,Moriki,Zurmi,Zamfara,5.21,439,0.551
2025,Moroa,Akwanga,Nasarawa,3.73,206,0.655
2025,Mosalachi,Mokwa,Niger,2.5,951,0.659
2025,Moshi,Kaiama,Kwara,5.91,596,0.808
2025,Mubi,Mubi South,Adamawa,9.84,560,0.788
2025,Muduru,Mani,Katsina,7.01,1890,0.932
2025,Mule,Mashegu,Niger,4.13,433,0.947
2025,Mulgai,Damboa,Borno,1.2,143,0.985
2025,Mungadi,Maiyama,Kebbi,9.78,1596,0.937
2025,Murba,Damaturu,Yobe,8.14,1136,0.54
2025,Muri,Karim-Lamido,Taraba,8.56,1462,0.745
2025,Musawa,Musawa,Katsina,4.72,328,0.783
2025,Mutum Biyu,Gassol,Taraba,5.9,1155,0.75
2025,Mutumji,Maru,Zamfara,7.03,1825,0.507
2025,Muya,Birnin-Gwari,Kaduna,1.28,966,0.969
2025,NAFADA,Nafada,Gombe,3.62,1485,0.504
2025,Namu,Qua'an Pan,Plateau,4.93,1565,0.992
2025,Nasarawa,Shanga,Kebbi,8.18,1518,0.618
2025,Nasarawa,Bukkuyum,Zamfara,4.34,1961,0.679
2025,NASARAWA,Nasarawa,Nasarawa,1.59,524,0.989
2025,Ndashe,Lapai,Niger,2.87,1512,0.503
2025,Ngamdu,Kaga,Borno,2.71,1687,0.951
2025,Ngelewa,Marte,Borno,3.3,347,0.941
2025,Ngurore,Yola South,Adamawa,5,575,0.837
2025,NGURU,Nguru,Yobe,9.43,175,0.64
2025,Nikrowa,Ovia South West,Edo,8.44,144,0.684
2025,Ningi,Ningi,Bauchi,6.17,1736,0.815
2025,Nsukka,Nsukka,Enugu,1.55,1613,0.999
2025,Nugmagi,Lapai,Niger,4.51,656,0.541
2025,Nugurosoye,Bama,Borno,8.48,1014,0.821
2025,Numan,Numan,Adamawa,5.49,1329,0.575
2025,Obi,Obi,Nasarawa,4.16,985,0.606
2025,Obudu,Obudu,Cross River,9.98,652,0.565
2025,Odenyi,Bassa,Kogi,3.64,1176,0.981
2025,Odo-Ogun,Oyo West,Oyo,5.7,654,0.961
2025,OFFA,Offa,Kwara,4.36,455,0.975
2025,OGBOMOSHO,Ogbomosho North,Oyo,2.25,1712,0.643
2025,Ogboro,Saki East,Oyo,9.59,843,0.64
2025,Ogidigbe,Warri South West,Delta,6.93,638,0.985
2025,OGOJA,Ogoja,Cross River,8.72,1830,0.817
2025,Ogunbayo,Ifelodun,Kwara,2.58,1225,0.737
2025,Oji River Settlement,Oji-River,Enugu,1.54,476,0.749
2025,Okarki,Ahoada West,Rivers,3.19,1153,0.899
2025,Oke Igbira,Ikole,Ekiti,6.03,1772,0.569
2025,OKE-IHO,Kajola,Oyo,4.32,1560,0.596
2025,Oke-Ile,Iwajowa,Oyo,2.84,169,0.986
2025,Okeluse,Ovia North East,Edo,4.18,616,0.529
2025,Oke-Mesi,Ekiti West,Ekiti,8.29,982,0.698
2025,OKENE,Adavi,Kogi,4.26,1304,0.959
2025,Okha,Ovia South West,Edo,4.19,360,0.612
2025,Okigwi,Okigwe,Imo,2.02,1292,0.743
2025,Okitipupa,Okitipupa,Ondo,1.26,1983,0.802
2025,Okolushe-Egboro,Pategi,Kwara,3.34,839,0.927
2025,Okpari,Ughelli South,Delta,1.9,596,0.756
2025,Okpiniama,Ogbia,Bayelsa,3.22,1328,0.672
2025,Okum Alfa,Eti-Osa,Lagos,4.1,1942,0.668
2025,Okumbiri,Brass,Bayelsa,5.49,1169,0.903
2025,Okuta,Baruten,Kwara,5.9,1447,0.942
2025,Okwele,Unuimo,Imo,9.54,1784,0.871
2025,Ola,Abeokuta North,Ogun,6.06,1575,0.653
2025,Olojudro,Oluyole,Oyo,4.1,1241,0.784
2025,Olugo,Ankpa,Kogi,3.4,830,0.546
2025,Omolomo,Warri North,Delta,1.77,1382,0.728
2025,Omu-Aran,Irepodun,Kwara,4.94,325,0.992
2025,Omuo,Ekiti East,Ekiti,5.35,494,0.974
2025,ONDO,Ondo West,Ondo,3.37,696,0.913
2025,ONITSHA,Onitsha North,Anambra,2.55,853,0.939
2025,Ora,Ovia North East,Edo,9.35,522,0.852
2025,Orah,Ovia South West,Edo,9.54,1077,0.519
2025,Ore,Odigbo,Ondo,9.63,623,0.568
2025,Oro,Irepodun,Kwara,1.79,1243,0.924
2025,Orogun,Ndokwa West,Delta,9.47,1046,0.941
2025,Oron,Oron,Akwa Ibom,9.82,748,0.816
2025,Oru,Ijebu North,Ogun,3.89,1124,0.693
2025,Osenseni,Kogi,Kogi,4.82,1543,0.674
2025,OSHOGBO,Osogbo,Osun,4.02,1212,0.654
2025,Osi,Ekiti,Kwara,6.5,1948,0.63
2025,Otuan,Southern Ijaw,Bayelsa,9.84,235,0.683
2025,Otun,Moba,Ekiti,6.84,961,0.616
2025,Oturkpo,Oturkpo,Benue,2.05,1137,0.714
2025,Oviri,Okpe,Delta,9.6,311,0.789
2025,Owerri,Owerri-Municipal,Imo,8.82,1000,0.735
2025,OWO,Owo,Ondo,7.27,181,0.563
2025,OYO,Oyo East,Oyo,4.67,1275,0.798
2025,Pai,Wushishi,Niger,4.45,1582,0.516
2025,Paiko,Paikoro,Niger,4.14,1932,0.649
2025,Pambeguwa,Kubau,Kaduna,2.41,1644,0.557
2025,Pandam,Karu,Nasarawa,4.68,1230,0.868
2025,Pandogari,Rafi,Niger,4.61,1872,0.894
2025,PANKSHIN,Pankshin,Plateau,8.82,1478,0.85
2025,Panyam,Mangu,Plateau,4.61,1390,0.903
2025,Papalanto,Ewekoro,Ogun,8.13,499,0.992
2025,Pari,Kajuru,Kaduna,5.52,577,0.977
2025,Pate,Abaji,Federal Capital Territory,2.69,1858,0.801
2025,Pategi,Pategi,Kwara,2.14,892,0.635
2025,Pinau,Wase,Plateau,6.48,518,0.846
2025,Pizhi,Lavun,Niger,7.3,1012,0.7
2025,PORT HARCOURT,Port-Harcourt,Rivers,2.72,855,0.856
2025,POTISKUM,Potiskum,Yobe,1.42,632,0.893
2025,Pupanyunyu,Askira/Uba,Borno,8.57,1818,0.99
2025,Putuk,Alkaleri,Bauchi,1.44,1123,0.557
2025,Rafin Dinga,Ningi,Bauchi,5.4,297,0.825
2025,Rafin Tsaka,Arewa-Dandi,Kebbi,1.95,1521,0.664
2025,Rahama,Lere,Kaduna,4.11,287,0.925
2025,RAKA,Gwadabawa,Sokoto,2.88,1701,0.654
2025,Randeggi,Birnin-Gwari,Kaduna,4.52,1643,0.645
2025,Rano,Rano,Kano,9.25,328,0.57
2025,Rauta,Bauchi,Bauchi,6.58,1298,0.755
2025,Rijau,Rijau,Niger,8.1,1878,0.84
2025,RINGIM,Ringim,Jigawa,1.81,1361,0.665
2025,Rinjim Mukur,Toro,Bauchi,4.56,1984,0.603
2025,Ruan Badu,Maradun,Zamfara,5.32,1110,0.674
2025,Rurum,Rano,Kano,8.68,1811,0.895
2025,Rusu,Gusau,Zamfara,6.87,1380,0.942
2025,Ruwan Doruwa,Bungudu,Zamfara,7.75,304,0.911
2025,Ruwan Jema,Bukkuyum,Zamfara,1.58,743,0.569
2025,Sabon Birni,Igabi,Kaduna,3.83,210,0.908
2025,Sabon Gari,Toro,Bauchi,6.89,1397,0.686
2025,Sabon Gari,Darazo,Bauchi,9.36,1426,0.625
2025,Sabon Gari,Koko/Besse,Kebbi,1.83,985,0.811
2025,Sabon Gida,Borgu,Niger,3.66,918,0.854
2025,Sade,Darazo,Bauchi,8.35,1063,0.803
2025,Saforogbon,Ese-Odo,Ondo,9.45,527,0.555
2025,Sainyinan Daji,Tambuwal,Sokoto,4.53,412,0.574
2025,Sakaba,Sakaba,Kebbi,2.78,888,0.883
2025,Sakke,Wasagu/Danko,Kebbi,8.7,1465,0.52
2025,Sakwabe,Arewa-Dandi,Kebbi,6.2,387,0.522
2025,Salka,Magama,Niger,8.66,1359,0.713
2025,Samamiya,Gwaram,Jigawa,4.91,1716,0.968
2025,Samia,Bagudo,Kebbi,9.67,1587,0.6
2025,Sanbi,Bagudo,Kebbi,1.22,1114,0.664
2025,Sansanne,Gassol,Taraba,9.88,1521,0.574
2025,Sanusi,Odeda,Ogun,9.55,1176,0.81
2025,SAPELE,Sapele,Delta,8.12,1144,0.819
2025,SARKIN PAWA,Muya,Niger,9.41,401,0.608
2025,Sauri,Tsafe,Zamfara,6.61,1488,0.612
2025,Sendirdi,Gassol,Taraba,6.34,1756,0.982
2025,Serti,Gashaka,Taraba,5.21,1408,0.717
2025,Shagamu,Shagamu,Ogun,3.21,720,0.651
2025,SHAKI,Saki West,Oyo,1.25,1748,0.596
2025,Shamaki,Ningi,Bauchi,6.96,1486,0.52
2025,Shani,Shani,Borno,4.97,1476,0.75
2025,Shanono,Shanono,Kano,7.01,1312,0.539
2025,Share,Ifelodun,Kwara,8.22,1557,0.887
2025,Shemankar,Shendam,Plateau,6.35,792,0.932
2025,Shendam,Shendam,Plateau,3.07,1815,0.97
2025,Shika,Mokwa,Niger,8.43,553,0.572
2025,Shinaka,Goronyo,Sokoto,5.18,1832,0.741
2025,Shiwun,Obafemi-Owode,Ogun,2.37,1812,0.72
2025,Shomulekiri,Kabba/Bunu,Kogi,9.71,676,0.665
2025,Shonga,Edu,Kwara,8.05,1319,0.637
2025,Siluko,Ovia South West,Edo,2.98,263,0.998
2025,Sitti,Sumaila,Kano,2.42,696,0.901
2025,Soba,Soba,Kaduna,4.62,969,0.728
2025,Sofo-Birnin-Gwari,Birnin-Gwari,Kaduna,7.07,897,0.751
2025,Sogaga,Kubau,Kaduna,6.42,1013,0.851
2025,SOKOTO,Sokoto South,Sokoto,6.16,566,0.642
2025,Song,Song,Adamawa,7.78,841,0.995
2025,Sugu,Ganye,Adamawa,3.17,1753,0.555
2025,Sumaila,Sumaila,Kano,6.83,1718,0.902
2025,Suntai,Bali,Taraba,7.83,598,0.582
2025,Suru,Suru,Kebbi,6.63,801,0.935
2025,Suya,Baruten,Kwara,7.2,174,0.979
2025,Swate,Borgu,Niger,2.86,1637,0.83
2025,Tafawa Balewa,Tafawa-Balewa,Bauchi,2.62,1070,0.702
2025,Takai,Takai,Kano,2.96,1483,0.702
2025,Taki,Kabba/Bunu,Kogi,4.41,438,0.556
2025,TAKUM,Takum,Taraba,8.66,1338,0.858
2025,Takura,Kwali,Federal Capital Territory,8.3,1804,0.797
2025,Takuti,Lapai,Niger,9.31,1645,0.813
2025,Talata Mafara,Talata Mafara,Zamfara,3.88,1971,0.698
2025,Tando,Abaji,Federal Capital Territory,1.12,1045,0.698
2025,Tapa,Ibarapa North,Oyo,2.13,1019,0.868
2025,Tapkin Fuss,Gudu,Sokoto,1.24,967,0.791
2025,Taramal,Alkaleri,Bauchi,1.75,230,0.638
2025,Tegina,Rafi,Niger,4.26,1608,0.975
2025,Tepe,Fufore,Adamawa,4.32,627,0.684
2025,Tilli,Bunza,Kebbi,3.78,1152,0.871
2025,Tongo,Funakaye,Gombe,3.31,1872,0.764
2025,Tor Donga,Katsina-Ala,Benue,5.31,430,0.932
2025,Toto,Toto,Nasarawa,8.33,663,0.815
2025,Toungo,Toungo,Adamawa,6.25,1366,0.859
2025,Tsamiya,Tureta,Sokoto,2.35,1772,0.644
2025,Tsanni,Batagarawa,Katsina,5.93,621,0.957
2025,Tswafu,Mashegu,Niger,5.34,167,0.619
2025,Tudun Quardo,Chikun,Kaduna,6.42,751,0.546
2025,Tudun Wada,Tudun Wada,Kano,6.02,907,0.633
2025,Tukudawa,Isa,Sokoto,9.14,909,0.544
2025,Tundun Sakwa,Chikun,Kaduna,9.48,1783,0.545
2025,Tunga Laila,Shanga,Kebbi,8.89,985,0.783
2025,Tungan Gimba,Lafia,Nasarawa,9.37,100,0.697
2025,Udubo,Gamawa,Bauchi,5.32,1347,0.555
2025,Ugbenu,Ethiope West,Delta,5.33,1505,0.975
2025,Ugep,Yakurr,Cross River,2.03,965,0.783
2025,Ugumji,Ganjuwa,Bauchi,2.57,1338,0.506
2025,Uke,Karu,Nasarawa,6.56,703,0.741
2025,Ukehe,Igbo-Etiti,Enugu,3.94,1018,0.515
2025,Ulmiri,Yusufari,Yobe,6.12,194,0.85
2025,Umuahia,Umuahia North,Abia,7.84,1128,0.977
2025,Umunede,Ika North East,Delta,1.13,168,0.758
2025,Ungwan Zakara,Birnin-Gwari,Kaduna,2.67,440,0.801
2025,Ungwar Amere,Jema'a,Kaduna,7.87,1756,0.561
2025,Unkwoi,Mariga,Niger,3.88,1547,0.686
2025,UROMI,Esan North East,Edo,7.11,1057,0.793
2025,Uvbe,Uhunmwonde,Edo,6.5,1141,0.688
2025,Uyanga Okpo Usun,Akamkpa,Cross River,4.26,1975,0.754
2025,Uyo,Uyo,Akwa Ibom,9.59,1448,0.799
2025,Uzawo,Mariga,Niger,2.44,263,0.881
2025,Wamdewo,Askira/Uba,Borno,9.48,117,0.777
2025,Wamuri,Konduga,Borno,5.79,873,0.76
2025,Warari,Rijau,Niger,2.22,633,0.781
2025,WARRI,Warri South,Delta,3.37,1011,0.948
2025,Waru,Abuja Municipal,Federal Capital Territory,9.88,430,0.792
2025,Wasagu,Wasagu/Danko,Kebbi,6.03,535,0.616
2025,WAWA,Borgu,Niger,7.58,576,0.625
2025,Waya,Kwande,Benue,6.04,1392,0.578
2025,Worumokato,Kaiama,Kwara,4.53,1170,0.587
2025,Wudil,Wudil,Kano,7.03,1847,0.555
2025,WUKARI,Wukari,Taraba,3.91,1036,0.528
2025,Wurianka,Shelleng,Adamawa,3.88,354,0.908
2025,Wurio,Gassol,Taraba,4.69,1097,0.812
2025,Wurno,Wurno,Sokoto,5.91,1419,0.678
2025,Wuro Yolde,Fufore,Adamawa,9.54,1949,0.626
2025,WUYA,Mokwa,Niger,1.8,388,0.748
2025,Wuyo,Bayo,Borno,8.01,938,0.934
2025,Yajiwa,Konduga,Borno,7.8,1777,0.666
2025,Yako,Kiru,Kano,6.4,1605,0.849
2025,Yalowo,Idanre,Ondo,6.54,1674,0.932
2025,Yan Tumaki,Dan Musa,Katsina,8.61,1584,0.942
2025,Yango,Talata Mafara,Zamfara,1.71,1335,0.799
2025,Yashikera,Baruten,Kwara,7.85,1553,0.553
2025,Yasku,Magumeri,Borno,4.09,1416,0.557
2025,Yekami,Ife South,Osun,1.11,563,0.603
2025,Yenagoa,Yenegoa,Bayelsa,5.95,994,0.976
2025,Yola,Yola North,Adamawa,5.77,1212,0.87
2025,Yusufari,Yusufari,Yobe,1.3,634,0.813
2025,Zaki Biam,Ukum,Benue,7.95,858,0.995
2025,Zari,Mobbar,Borno,2.55,1473,0.8
2025,ZARIA,Zaria,Kaduna,3.42,974,0.699
2025,Zeddi,Jakusko,Yobe,7.44,1839,0.969
2025,Zenabi,Doguwa,Kano,7.5,1397,0.521
2025,Zhiru,Karim-Lamido,Taraba,4.47,1598,0.816
2025,Zindiwa,Gamawa,Bauchi,1.64,1883,0.691
2025,Zogodo,Tarmua,Yobe,9.49,1266,0.875
2025,Zongon Daji,Adavi,Kogi,8.95,1018,0.654
2025,Zugurma,Mashegu,Niger,5.7,173,0.512
2025,ZUNGERU,Wushishi,Niger,7.85,730,0.956
2025,Zurak,Wase,Plateau,8.77,761,0.802
2025,Zurmi,Zurmi,Zamfara,5.44,1241,0.869
2025,Zuru,Zuru,Kebbi,2.55,646,0.645
2026,ABA,Aba South,Abia,7.84,1805,0.827
2026,Abakaliki,Ebonyi,Ebonyi,4.1,832,0.503
2026,Abaragba,Ikom,Cross River,5.3,1649,0.8
2026,ABEOKUTA,Abeokuta South,Ogun,3.93,353,0.767
2026,Abong,Kurmi,Taraba,2.63,1740,0.906
2026,ABUJA,Abuja Municipal,Federal Capital Territory,3.63,1867,0.882
2026,Addo,Iseyin,Oyo,5.54,452,0.971
2026,Adebka,Bukkuyum,Zamfara,8.48,1913,0.603
2026,Ado,Ado-Odo/Ota,Ogun,4.4,653,0.877
2026,Ado-Ekiti,Ado Ekiti,Ekiti,8.35,334,0.951
2026,Afikpo,Afikpo North,Ebonyi,3.29,1094,0.686
2026,Agam,Kajuru,Kaduna,5.8,223,0.87
2026,Agbado,Aiyekire (Gbonyin),Ekiti,9.84,1984,0.835
2026,Agbor,Ika South,Delta,4.29,1992,0.826
2026,Ageri,Odeda,Ogun,2.1,285,0.83
2026,Aggi,Ekeremor,Bayelsa,1.95,1737,0.638
2026,Agholopke,Okpe,Delta,1.87,1934,0.75
2026,Ago Amadu,Saki East,Oyo,3.07,1057,0.745
2026,Ago-Owu,Aiyedade,Osun,8.75,1166,0.788
2026,Agunrege,Atigbo,Oyo,1.73,442,0.892
2026,Aiyetoro,Egbado North,Ogun,8.85,702,0.861
2026,Ajapa,Ese-Odo,Ondo,5.3,1620,0.941
2026,AJASSE IPO,Irepodun,Kwara,2.86,281,0.632
2026,Ajebo,Obafemi-Owode,Ogun,6.86,1336,0.96
2026,Akerre,Wushishi,Niger,2.78,1856,0.981
2026,Akowe,Afijio,Oyo,8.47,1242,0.775
2026,Akungba,Akoko South West,Ondo,8.34,972,0.523
2026,Akure,Akure South,Ondo,8.34,450,0.528
2026,Akwana,Logo,Benue,1.53,1807,0.589
2026,Akwanga,Akwanga,Nasarawa,5.85,894,0.535
2026,Alagarno,Fune,Yobe,8.87,467,0.61
2026,Alakuka,Ijebu East,Ogun,8.71,950,0.56
2026,Alawa,Shiroro,Niger,2.18,190,0.907
2026,Alkalere,Alkaleri,Bauchi,7.4,908,0.626
2026,Alla Soka,Imeko-Afon,Ogun,4.99,1947,0.657
2026,Amaku,Nasarawa,Nasarawa,8.75,1480,0.726
2026,Amper,Kanke,Plateau,8.17,708,0.93
2026,Andaha,Akwanga,Nasarawa,9.94,912,0.791
2026,Anderai,Maiyama,Kebbi,8.16,970,0.54
2026,Anka,Anka,Zamfara,4.8,733,0.664
2026,Ankpa,Ankpa,Kogi,8.54,912,0.855
2026,Apawa,Yorro,Taraba,9.9,778,0.872
2026,Apoi,Southern Ijaw,Bayelsa,6.62,457,0.961
2026,Araromi,Moro,Kwara,6.1,1079,0.918
2026,Arege,Abadam,Borno,1.09,1715,0.52
2026,Argungu,Argungu,Kebbi,9.41,1173,0.926
2026,ASABA,Oshimili South,Delta,5.83,1785,0.829
2026,Askira,Askira/Uba,Borno,6.57,357,0.811
2026,Atijere,Ilaje,Ondo,3.36,1832,0.505
2026,Atsuku,Kurmi,Taraba,9.87,1250,0.597
2026,Atuma,Giwa,Kaduna,6.81,1022,0.677
2026,Auchi,Etsako West,Edo,3.94,126,0.554
2026,Augi,Augie,Kebbi,9.86,1366,0.811
2026,Auna,Magama,Niger,3.07,129,0.99
2026,Auno,Konduga,Borno,1.26,717,0.553
2026,Awe,Awe,Nasarawa,9.96,1293,0.813
2026,Awgu,Awgu,Enugu,2.64,1002,0.797
2026,Awja Awdaw,Egbado North,Ogun,5.25,606,0.55
2026,Awka,Awka South,Anambra,6.24,321,0.747
2026,Ayale,Dekina,Kogi,8.89,1994,0.913
2026,Ayangba,Dekina,Kogi,7.59,1796,0.683
2026,Ayere,Ijumu,Kogi,9.86,1496,0.906
2026,Azare,Katagum,Bauchi,3.31,527,0.85
2026,Babampa,Tsafe,Zamfara,7.62,1289,0.71
2026,Babana,Borgu,Niger,4.19,1839,0.992
2026,Babura,Babura,Jigawa,5.9,666,0.948
2026,BADAGRI,Badagry,Lagos,7.69,1671,0.736
2026,Badir,Chibok,Borno,10,1659,0.935
2026,Badu,Guzamala,Borno,1.78,1638,0.547
2026,Baga,Kukawa,Borno,8.75,1893,0.712
2026,Bagega,Anka,Zamfara,4.67,796,0.73
2026,Bagizza,Arewa-Dandi,Kebbi,1.78,1996,0.847
2026,Bajida,Fakai,Kebbi,8.94,881,0.857
2026,Bakara,Nasarawa,Nasarawa,3.17,1157,0.537
2026,Bakoreji,Alkaleri,Bauchi,7.82,1715,0.536
2026,Bakori,Bakori,Katsina,2.85,661,0.828
2026,Bakundi,Bali,Taraba,8.02,278,0.908
2026,BAMA,Bama,Borno,6.53,1744,0.893
2026,Bamgi,Gudu,Sokoto,2.09,490,0.831
2026,Bandegi,Gbako,Niger,7.88,1812,0.672
2026,Bani,Bagudo,Kebbi,5.01,1169,0.747
2026,Bansara,Ogoja,Cross River,4.92,1058,0.678
2026,Bara,Kirfi,Bauchi,1.69,516,0.777
2026,Barakin Ladi,Barikin Ladi,Plateau,9.92,784,0.659
2026,Barasa,Fufore,Adamawa,9.54,1105,0.538
2026,Baro,Agaie,Niger,2.76,1664,0.978
2026,Bashar,Wase,Plateau,9.53,894,0.903
2026,BAUCHI,Bauchi,Bauchi,1.19,171,0.895
2026,Baure,Baure,Katsina,2.87,642,0.507
2026,Bear Town,Warri North,Delta,3.33,1192,0.95
2026,Bebeji,Bebeji,Kano,6.58,288,0.541
2026,Bele,Bagudo,Kebbi,1.68,199,0.774
2026,Beli,Bali,Taraba,6.89,855,0.971
2026,Bena,Wasagu/Danko,Kebbi,6.33,1469,0.834
2026,Beni,Kirfi,Bauchi,1.96,264,0.635
2026,Beni,Muya,Niger,6.26,721,0.828
2026,BENIN CITY,Oredo,Edo,2.16,1932,0.942
2026,Besse,Koko/Besse,Kebbi,4.93,1853,0.941
2026,Bichi,Bichi,Kano,2.19,467,0.548
2026,Bida,Monguno,Borno,5.64,979,0.986
2026,BIDA,Bida,Niger,1.12,1682,0.549
2026,Bilachi,Fufore,Adamawa,8.31,642,0.705
2026,BIN YAURI,Ngaski,Kebbi,4.25,136,0.549
2026,Bingi,Bungudu,Zamfara,6.06,150,0.67
2026,Birnin Bako,Sumaila,Kano,9.77,1081,0.846
2026,Birnin Gwari,Birnin-Gwari,Kaduna,9.9,1267,0.744
2026,Birnin Kebbi,Birnin Kebbi,Kebbi,8.04,425,0.706
2026,Birnin Kudu,Birni Kudu,Jigawa,7.47,837,0.82
2026,Birnin Tudu,Gummi,Zamfara,7.71,1079,0.828
2026,Birniwa,Biriniwa,Jigawa,8.38,972,0.804
2026,Birri,Nafada,Gombe,9.25,1604,0.689
2026,Bissaula,Kurmi,Taraba,3.59,1626,0.688
2026,BIU,Biu,Borno,3.54,1995,0.783
2026,Biusare,Gulani,Yobe,8.51,133,0.622
2026,Bobi,Mariga,Niger,9.26,1460,0.611
2026,Boju Ega,Oturkpo,Benue,3.38,440,0.987
2026,Bokanj,Mokwa,Niger,7.35,753,0.997
2026,Bokkos,Bokkos,Plateau,9.99,574,0.927
2026,Bopo,Apa,Benue,8.6,118,0.736
2026,Bornu Kiji,Fune,Yobe,5.98,1302,0.664
2026,Budo-Ago,Itesiwaju,Oyo,6.96,970,0.894
2026,Buga,Toto,Nasarawa,7.58,1403,0.706
2026,Bui,Arewa-Dandi,Kebbi,7.95,1773,0.664
2026,BUKURU,Jos South,Plateau,7.41,1019,0.969
2026,Bulabulin,Guzamala,Borno,6.3,1705,0.634
2026,Bulangu,Kafin Hausa,Jigawa,2.13,1722,0.893
2026,Bulkachuwa,Katagum,Bauchi,4.64,1141,0.543
2026,Bulofa,Agaie,Niger,7.51,1686,0.772
2026,Buluk Buluk,Yunusari,Yobe,8.56,1814,0.701
2026,Buma,Hawul,Borno,1.24,1354,0.912
2026,Bundi,Gubio,Borno,6.06,1508,0.777
2026,Bungudu,Bungudu,Zamfara,5.47,1646,0.675
2026,Buni,Gujba,Yobe,3.4,1663,0.983
2026,Bunkari,Binji,Sokoto,8.11,679,0.685
2026,Buratai,Biu,Borno,8.79,1024,0.621
2026,Burji,Doguwa,Kano,1.74,888,0.968
2026,Buruku,Chikun,Kaduna,1.32,319,0.735
2026,Burumburum,Tudun Wada,Kano,1.95,1356,0.882
2026,BURUTU,Burutu,Delta,2.29,1169,0.702
2026,Buya,Bagudo,Kebbi,4.46,1068,0.814
2026,CALABAR,Calabar South,Cross River,7.53,1424,0.947
2026,Charati,Lavun,Niger,9.46,1723,0.836
2026,Cheranchi,Charanchi,Katsina,7.39,1212,0.919
2026,Chibok,Chibok,Borno,9.72,1523,0.655
2026,Chinade,Katagum,Bauchi,7.13,426,0.619
2026,Chinka,Ibi,Taraba,5.46,678,0.789
2026,Chirawa,Geidam,Yobe,7.73,1500,0.639
2026,Dababe,Toro,Bauchi,1.54,1200,0.666
2026,Dabalam,Tarmua,Yobe,5.53,1405,0.666
2026,Dadiya,Balanga,Gombe,9.43,1337,0.993
2026,Dagere,Birnin Kebbi,Kebbi,2.78,444,0.789
2026,Dakingari,Suru,Kebbi,4.95,776,0.81
2026,Dalijam,Rabah,Sokoto,2.54,311,0.517
2026,Dalla Jorau,Potiskum,Yobe,7.96,1937,0.677
2026,Dalwa West,Konduga,Borno,4,887,0.945
2026,Damaga,Maradun,Zamfara,3.19,118,0.583
2026,DAMATURU,Damaturu,Yobe,5.75,1919,0.81
2026,Dambam,Damban,Bauchi,8.61,553,0.979
2026,Dambarta,Dambatta,Kano,6.8,851,0.911
2026,Damboa,Damboa,Borno,1.6,803,0.646
2026,Damola,Ijebu North,Ogun,7.61,756,0.538
2026,Damshin,Shendam,Plateau,9.71,589,0.778
2026,Dan Dume,Dandume,Katsina,4.06,879,0.822
2026,Dan Gulbi,Maru,Zamfara,7.25,1630,0.791
2026,Dangara,Kwali,Federal Capital Territory,2.56,1427,0.855
2026,Dange,Dange-Shuni,Sokoto,2.02,353,0.77
2026,Danja,Danja,Katsina,7.21,806,0.533
2026,Dapchi,Bursari,Yobe,6.61,648,0.835
2026,Daraga,Maru,Zamfara,2.23,1329,0.631
2026,Darana,Bagudo,Kebbi,9.05,1109,0.815
2026,Darma Galadima,Illela,Sokoto,2.65,377,0.848
2026,Daudawa,Faskari,Katsina,6.99,568,0.949
2026,DAURA,Fune,Yobe,9.2,501,0.619
2026,Daura,Daura,Katsina,5.64,1925,0.654
2026,Deba Habe,Yamaltu/Deba,Gombe,9.36,880,0.99
2026,Degema,Akuku Toru,Rivers,4.74,901,0.836
2026,Dekala Gwejim,Borgu,Niger,7.28,173,0.5
2026,Digimsa,Biriniwa,Jigawa,5.72,326,0.868
2026,Dikwa,Dikwa,Borno,1.15,244,0.948
2026,Dilla,Shomgom,Gombe,4.41,978,0.937
2026,Dipchari,Bama,Borno,4.4,1326,0.749
2026,Dirindaji,Sakaba,Kebbi,9.31,1792,0.792
2026,Doili,Gubio,Borno,8.19,154,0.648
2026,Dokan Tofa,Shendam,Plateau,3.26,408,0.821
2026,Doma,Doma,Nasarawa,7.17,827,0.659
2026,Dong,Demsa,Adamawa,9.13,1445,0.782
2026,Donga,Donga,Taraba,4.06,706,0.727
2026,Doufoumbara,Zurmi,Zamfara,3.49,1212,0.789
2026,Doumbourou,Zurmi,Zamfara,6.75,1920,0.702
2026,Duchin Magaji,Mashegu,Niger,3.84,677,0.951
2026,Dudu,Mobbar,Borno,3.93,1289,0.77
2026,Dukku,Dukku,Gombe,6.36,1550,0.883
2026,Duku,Rijau,Niger,3.01,677,0.729
2026,Dull,Tafawa-Balewa,Bauchi,5.72,1671,0.687
2026,Dumaji,Edu,Kwara,3.78,645,0.527
2026,Dumburum,Tarmua,Yobe,8.61,1277,0.652
2026,Dunari,Malam Madori,Jigawa,8.2,1242,0.896
2026,Duni,Atakumosa East,Osun,8.33,938,0.577
2026,Dure Karguma,Gwoza,Borno,8.64,396,0.804
